TF1,TF2,delta_oe_median,delta_oe_ct,delta_oe_pval,delta_oe_pval_corrected
PKNOX1,NFYB,0.03790757,457,3.918593586835718e-63,9.29882258156116e-60
PKNOX1,NR2C1,0.0376487075,96,9.421681351723945e-16,2.2357649847640923e-12
PKNOX1,NRF1,0.03810691000000001,701,1.5288778155303282e-87,3.628027056253469e-84
PKNOX1,PKNOX1,0.04496101800000002,176,4.2364400114246535e-28,1.0053072147110702e-24
PKNOX1,RFX1,0.049640362,84,2.4494792702146248e-14,5.812614308219305e-11
PKNOX1,SP2,0.007786047499999997,96,0.0034660477650924073,1.0
PKNOX1,USF1,0.04890750399999999,173,6.7469716350034785e-40,1.6010563689863255e-36
PKNOX1,USF2,0.051310279999999986,141,2.360225793254528e-30,5.600815807392995e-27
PKNOX1,YY1,0.034216695000000005,109,4.340752913677451e-18,1.030060666415659e-14
PKNOX1,ZBTB2,0.038097870000000006,278,8.234863688142296e-43,1.9541331531961668e-39
PKNOX1,ZBTB40,0.0372959125,230,8.207423096505099e-43,1.94762150080066e-39
PKNOX1,ZEB2,0.05124087999999999,59,7.395290320401455e-11,1.7549023930312653e-07
PKNOX1,ZNF143,0.06516728,67,2.3724825732899135e-16,5.629901146416965e-13
PKNOX1,ZNF639,0.03407795500000001,380,6.858733300166962e-63,1.6275774121296203e-59
REST,ATF1,0.012045758999999998,99,7.320100321085781e-05,0.1737059806193656
REST,ATF3,0.007406443999999998,53,0.021678316957556065,1.0
REST,BACH1,0.02046759,65,5.745732135908885e-07,0.0013634622358511784
REST,BHLHE40,0.0184960165,212,6.695290325509658e-16,1.5887923942434418e-12
REST,CREB1,0.002117569999999999,57,0.013831805526725739,1.0
REST,CREM,0.009010978499999999,170,3.3234353993247305e-07,0.0007886512202597586
REST,CTCF,0.010518240000000012,961,9.158715764996863e-35,2.173363251033756e-31
REST,E2F1,0.011318866000000004,70,0.02000015227099496,1.0
REST,E2F4,0.0020849099999999954,241,2.152658816177543e-05,0.0510825937078931
REST,EGR1,0.013972346,568,8.591372317326418e-33,2.038732650901559e-29
REST,ELF1,0.009985240000000003,275,1.4111705566524108e-11,3.3487077309361706e-08
REST,ELF4,0.013089615000000013,54,0.0006111927880072547,1.0
REST,GABPA,0.01700562599999999,204,7.478697818459752e-13,1.7746949923204992e-09
REST,GMEB1,0.012793174499999999,110,8.632463027297601e-07,0.0020484834763777205
REST,IRF1,0.0028263099999999985,357,0.003626492500688116,1.0
REST,JUND,0.009885823999999998,101,0.00014158720963785784,0.33598644847063663
REST,KLF16,0.005177523999999989,83,0.3203823549649254,1.0
REST,MAFF,0.008811829999999993,63,0.007252751582331448,1.0
REST,MAFG,0.019455239999999985,90,4.315428066008326e-06,0.010240510800637757
REST,MAFK,0.009482307500000002,58,0.0017647682839104287,1.0
REST,MAX,0.023753910000000003,317,3.740690723322928e-31,8.876659086445308e-28
REST,MITF,0.01849866,163,1.279872065754292e-15,3.037136412034935e-12
REST,NFE2,0.03008736999999999,75,1.4285920814406781e-06,0.003390049009258729
REST,NFIC,0.012408240000000001,193,9.975786243962976e-11,2.3672540756924144e-07
REST,NFYB,-0.0011886860000000013,78,0.45059707453923614,1.0
REST,NR2C1,0.007854460000000008,59,3.403348340080065e-05,0.08076145611009994
REST,NR2F2,-0.010700507499999998,52,0.03342354452901635,1.0
REST,NR2F6,0.016146455000000004,57,1.1336152875588758e-05,0.02690069077377212
REST,NRF1,0.017773454,608,2.731169045043733e-41,6.481064143888778e-38
REST,REST,0.013069533000000005,329,1.937566766910109e-21,4.5978459378776885e-18
REST,RFX1,0.016411736999999996,75,0.0005883019005314674,1.0
REST,SMAD1,0.0084418545,50,0.01065257642695038,1.0
REST,STAT5A,-0.003565811000000002,54,0.3213187300234216,1.0
REST,TAL1,0.006042890000000002,83,0.3301013644055687,1.0
REST,TEAD4,0.007071464999999999,93,0.0025174691971277664,1.0
REST,USF1,0.01565113,291,5.268525490558878e-19,1.2502210989096219e-15
REST,USF2,0.01721619,243,6.967874261461698e-19,1.653476562244861e-15
REST,YY1,0.0179184,118,9.607509824931482e-08,0.00022798620814562406
REST,ZBTB2,0.01166681,183,7.157918994561318e-10,1.6985741774094008e-06
REST,ZBTB40,0.012625895999999998,177,1.2787132476794389e-08,3.0343865367433084e-05
REST,ZEB2,0.013222137500000002,54,0.0002815834585907233,0.6681975472357864
REST,ZNF143,0.012067447999999996,90,9.13742290356092e-05,0.21683104550150062
REST,ZNF316,0.019815308000000004,89,8.259594459903715e-07,0.0019600017653351514
REST,ZNF639,0.005165914999999993,249,0.004263970591556648,1.0
RFX1,ATF1,0.03944805,376,2.7161552590320494e-62,6.445436429683053e-59
RFX1,ATF2,0.04321235000000001,179,1.1461117290773721e-32,2.719723133100604e-29
RFX1,ATF3,0.02990543000000001,228,1.0139082910536612e-28,2.4060043746703383e-25
RFX1,BACH1,0.03063056,67,6.923558904158404e-09,1.6429605279567893e-05
RFX1,BHLHE40,0.05497445649999999,240,6.011419981984396e-59,1.4265099617248972e-55
RFX1,CREB1,0.0439596525,268,1.2684848538457562e-53,3.0101145581759795e-50
RFX1,CREM,0.04047453000000001,545,1.104638410956163e-105,2.621306949198975e-102
RFX1,CTCF,0.04212362500000001,280,2.0103002337472092e-51,4.770442454682127e-48
RFX1,E2F1,0.04535251000000001,347,5.191497757460848e-63,1.231942417845459e-59
RFX1,E2F4,0.035689035,537,1.6490224781836574e-83,3.913130340729819e-80
RFX1,EGR1,0.03817978999999999,1125,6.242263333255687e-184,1.4812890889815744e-180
RFX1,ELF1,0.033315458500000006,780,1.0175871861952337e-112,2.41473439284129e-109
RFX1,ELF4,0.04596458000000003,147,3.096245236921899e-31,7.347389947215667e-28
RFX1,ETS1,0.02877905900000001,82,8.265719402686992e-10,1.961455214257623e-06
RFX1,GABPA,0.029309539999999995,701,4.419304831607607e-89,1.0487010365404852e-85
RFX1,GMEB1,0.032149122,225,6.922546480220575e-31,1.6427202797563425e-27
RFX1,IRF1,0.03611966999999999,1027,2.051945451554018e-173,4.869266556537684e-170
RFX1,JUND,0.035522466,80,7.760999463955451e-13,1.8416851727966284e-09
RFX1,MAFF,0.02228767000000001,71,5.125072100275316e-06,0.012161796093953323
RFX1,MAFG,0.04154762999999999,105,4.49635261022443e-18,1.0669844744062572e-14
RFX1,MAFK,0.032756690000000005,73,2.2016754923033e-13,5.224575943235731e-10
RFX1,MAX,0.04970914000000001,271,1.6283874689875393e-54,3.864163463907431e-51
RFX1,MITF,0.05626159499999999,188,1.3815099385771752e-52,3.2783230842436367e-49
RFX1,NEUROD1,0.024995850000000014,295,1.587685434293174e-36,3.7675775355777016e-33
RFX1,NFE2,0.033729228,92,3.506050313922148e-11,8.319857394937258e-08
RFX1,NFIC,0.040047695,171,3.7221837199767815e-39,8.832741967504903e-36
RFX1,NFYA,0.041383820000000016,243,5.391096523711705e-38,1.2793072050767876e-34
RFX1,NFYB,0.034326604999999996,450,7.963833334889235e-69,1.8898176503692155e-65
RFX1,NR2C1,0.036982976,255,2.0087624458677275e-47,4.766793284044118e-44
RFX1,NR2F6,0.05589591000000001,87,3.404212098051152e-20,8.078195308675383e-17
RFX1,NRF1,0.04451323999999998,1565,9.186057067462561e-297,2.1798513421088657e-293
RFX1,PKNOX1,0.049640362,84,2.4494792702146248e-14,5.812614308219305e-11
RFX1,REST,0.016411736999999996,75,0.0005883019005314662,1.0
RFX1,RFX1,0.0577391865,684,1.8477854442817613e-156,4.3847948592806195e-153
RFX1,SMAD1,0.035161007499999994,60,4.4878712665037704e-13,1.0649718515413446e-09
RFX1,SP2,0.0074275000000000035,91,0.00048761287109955507,1.0
RFX1,STAT5A,0.034884595500000004,212,7.783523441527628e-30,1.8470301126745061e-26
RFX1,TAL1,0.03936096,76,6.494436644224357e-11,1.5411298156744398e-07
RFX1,TEAD4,0.037257719999999994,71,5.315136531574226e-11,1.2612818989425638e-07
RFX1,USF1,0.06098509000000002,319,3.892604179451613e-98,9.237149717838678e-95
RFX1,USF2,0.05819732,255,5.145622995925045e-72,1.2210563369330133e-68
RFX1,YY1,0.03600879000000001,274,4.784312912288995e-50,1.1353174540861785e-46
RFX1,ZBTB2,0.043463500000000016,763,8.432851182170423e-143,2.0011155855290414e-139
RFX1,ZBTB40,0.0375188425,642,6.562374686183291e-96,1.557251513031295e-92
RFX1,ZEB2,0.029727474999999996,110,8.361821229790593e-16,1.984260177829308e-12
RFX1,ZNF143,0.03845668000000001,156,9.119229790286436e-27,2.1639932292349713e-23
RFX1,ZNF316,0.036894752,112,1.4067821412123366e-17,3.3382940210968744e-14
RFX1,ZNF639,0.038340940000000004,1040,3.7413046082432234e-172,8.878115835361169e-169
SMAD1,ATF3,0.014440610000000006,61,6.714595423565396e-05,0.15933734940120686
SMAD1,BHLHE40,0.0313054885,50,7.685384000906993e-09,1.8237416234152293e-05
SMAD1,CREM,0.024695595,85,6.424805604867985e-11,1.524606370035173e-07
SMAD1,CTCF,0.03565526000000002,133,5.772337324801616e-19,1.3697756471754233e-15
SMAD1,E2F4,0.022114422,124,3.4894583667516186e-14,8.280484704301591e-11
SMAD1,EGR1,0.027502175000000007,278,3.410746424552895e-33,8.09370126546402e-30
SMAD1,ELF1,0.024133545000000006,149,1.8807759975102928e-19,4.463081442091925e-16
SMAD1,GABPA,0.022643252999999995,135,6.983325407089682e-13,1.6571431191023814e-09
SMAD1,GMEB1,0.024048600000000003,57,9.942925509869161e-09,2.3594562234919518e-05
SMAD1,IRF1,0.0225336025,164,1.2632891781979596e-14,2.9977852198637585e-11
SMAD1,JUND,0.026815700000000005,88,3.636343760153231e-11,8.629043742843617e-08
SMAD1,KLF16,0.022879924999999995,90,1.3821471257266718e-10,3.2798351293493923e-07
SMAD1,MAFG,0.02872823999999996,63,4.989641460949465e-09,1.184041918683308e-05
SMAD1,MAFK,0.010163664000000003,59,0.00017345828312055297,0.4116165058450722
SMAD1,MAX,0.026679653,86,3.832512848117925e-15,9.094552988583837e-12
SMAD1,NFE2,0.025267360000000016,81,3.1490513914986928e-06,0.007472698952026398
SMAD1,NFIC,0.053547327,195,2.0342340982354163e-45,4.827237515112643e-42
SMAD1,NFYB,0.027117387000000007,51,5.226305346390552e-06,0.012402022586984779
SMAD1,NR2C1,0.0164934035,52,0.00013865532694118995,0.32902909083144377
SMAD1,NR2F2,0.020494576,71,4.6254344604377485e-08,0.00010976155974618778
SMAD1,NR2F6,0.034019319999999964,51,6.794826124934006e-10,1.6124122394468396e-06
SMAD1,NRF1,0.030210799999999996,252,1.0020882742948204e-35,2.3779554749016087e-32
SMAD1,REST,0.0084418545,50,0.010652576426950413,1.0
SMAD1,RFX1,0.035161007499999994,60,4.4878712665037543e-13,1.064971851541341e-09
SMAD1,SMAD1,0.055541359999999984,173,2.0089446386595117e-38,4.767225627539021e-35
SMAD1,SOX6,0.039343637,53,7.651897135272454e-08,0.00018157951902001535
SMAD1,TAL1,0.025095095999999997,109,1.88662161061601e-12,4.476953081991792e-09
SMAD1,TEAD4,0.029388512500000005,124,2.999383461269828e-18,7.117536953593301e-15
SMAD1,USF1,0.03916645,61,9.964587189587791e-11,2.3645965400891828e-07
SMAD1,YY1,0.02930154149999998,106,1.426908536919415e-16,3.3860539581097717e-13
SMAD1,ZBTB2,0.02639404499999999,119,2.7306098635306394e-20,6.479737206158208e-17
SMAD1,ZBTB40,0.0166469995,106,1.551085640346013e-10,3.680726224541089e-07
SMAD1,ZNF316,0.022585350000000004,69,1.6453189043714892e-07,0.00039043417600735436
SMAD1,ZNF639,0.0239192045,158,3.907686099629028e-21,9.272939114419683e-18
SOX6,BACH1,0.017877928999999997,52,5.6995979110429234e-05,0.13525145842904857
SOX6,BHLHE40,0.056011160000000004,55,4.508524200667591e-15,1.0698727928184194e-11
SOX6,EGR1,0.03535042999999999,85,6.540210180369128e-13,1.5519918758015942e-09
SOX6,ELF1,0.04408762999999999,65,4.206138517572203e-10,9.981166702198838e-07
SOX6,IRF1,0.052628362,55,1.3454345166928175e-14,3.192716108112056e-11
SOX6,JUND,0.0307440955,76,7.608123157118477e-10,1.8054076251842146e-06
SOX6,KLF16,0.03809610249999999,150,4.6992751538557636e-26,1.1151379940099727e-22
SOX6,MAFF,0.014707289999999998,61,4.233315221381866e-05,0.10045657020339167
SOX6,MAFG,0.04030363249999998,100,5.710774451100141e-18,1.3551667772460635e-14
SOX6,MAFK,0.031191273999999998,61,1.4240081731255815e-10,3.379171394827005e-07
SOX6,MAX,0.05070626,55,3.21263545389864e-13,7.623583932101473e-10
SOX6,MITF,0.04077475000000001,65,2.30426667994093e-16,5.468024831499827e-13
SOX6,NFE2,0.02084174500000001,64,3.342493376273793e-06,0.007931736781897712
SOX6,NFIC,0.05093769000000002,132,5.593234503273176e-28,1.3272745476267247e-24
SOX6,NR2F2,0.03977747000000001,91,6.905899215483793e-15,1.638769883834304e-11
SOX6,NR2F6,0.032030025,58,5.256792089190926e-10,1.2474367627650068e-06
SOX6,SMAD1,0.039343637,53,7.651897135272454e-08,0.00018157951902001535
SOX6,SOX6,0.06159969999999998,90,4.2418864367615857e-20,1.0065996514435242e-16
SOX6,STAT5A,0.04107684,93,7.847047733107963e-15,1.8621044270665194e-11
SOX6,TAL1,0.03943935000000004,155,3.1224791554636995e-21,7.40964303591536e-18
SOX6,TCF12,0.057622070000000025,65,6.991802560832205e-15,1.6591547476854823e-11
SOX6,TEAD4,0.038228646,164,1.4332441041232573e-28,3.4010882590844895e-25
SOX6,USF1,0.0594011055,70,2.2208690497709492e-19,5.270122255106463e-16
SOX6,USF2,0.048148279999999995,54,6.712719844982081e-14,1.5929284192142477e-10
SOX6,ZNF316,0.03259092000000001,89,1.3465251403039051e-12,3.1953041579411667e-09
SP2,ATF1,0.01270319999999997,77,0.00036915399322403323,0.8760024259206308
SP2,BHLHE40,0.024309890999999993,98,1.3810469629411095e-11,3.277224443059253e-08
SP2,CREB1,0.005971614999999993,56,0.04920430440903429,1.0
SP2,CREM,0.013787598000000002,168,8.144678563668838e-08,0.00019327322231586154
SP2,CTCF,0.017863289999999976,185,1.201698924532847e-12,2.851631547916446e-09
SP2,E2F1,0.01004592999999998,81,0.0029593569299768327,1.0
SP2,E2F4,0.008191725000000004,354,3.071116745476535e-09,7.287760037015817e-06
SP2,EGR1,0.01842875999999999,527,1.6110874323912994e-32,3.8231104770645535e-29
SP2,ELF1,0.014608689999999987,420,6.692027005784371e-23,1.5880180084726312e-19
SP2,ELF4,0.01675778,65,7.109756025351243e-06,0.0168714510481585
SP2,GABPA,0.019547970000000026,375,3.291714782572462e-23,7.811239179044452e-20
SP2,GMEB1,0.014168500000000028,81,1.8888621745444903e-05,0.04482269940194075
SP2,IRF1,0.010782090000000022,581,1.8224427835965142e-14,4.324656725474528e-11
SP2,MAX,0.02368546000000002,97,2.2495704922986655e-09,5.3382307782247335e-06
SP2,MITF,0.030799980000000005,67,5.334847732188607e-07,0.0012659593668483565
SP2,NEUROD1,0.0023118574999999933,230,0.11955764554511651,1.0
SP2,NFIC,0.007054004000000003,51,0.1125887886069635,1.0
SP2,NFYA,0.02063652000000002,239,3.965284114859763e-12,9.409619204562218e-09
SP2,NFYB,0.006983000000000017,329,3.4040405391220466e-07,0.0008077788199336616
SP2,NR2C1,0.019154660000000004,130,3.658802024202842e-12,8.682337203433343e-09
SP2,NRF1,0.022518723000000004,490,4.872612671339917e-33,1.1562709869089622e-29
SP2,PKNOX1,0.007786047499999997,96,0.0034660477650924138,1.0
SP2,RFX1,0.0074275000000000035,91,0.00048761287109955653,1.0
SP2,SP2,0.01923702999999999,334,8.326357716351312e-25,1.9758446860901663e-21
SP2,USF1,0.02168514999999996,116,8.026574013635521e-09,1.904706013435709e-05
SP2,USF2,0.02515415999999998,93,2.6654376764905806e-07,0.0006325083606312148
SP2,YY1,0.023171230000000015,113,6.422352112103386e-11,1.5240241562021337e-07
SP2,ZBTB2,0.022027220000000042,190,2.416888617541325e-13,5.735276689425564e-10
SP2,ZBTB40,0.013855330000000013,377,1.9636968977975524e-17,4.659852738473592e-14
SP2,ZNF143,0.012633820000000011,62,3.233449268343865e-05,0.07672975113779991
SP2,ZNF639,0.006561280000000003,293,0.0025357566086269827,1.0
STAT5A,ATF3,0.008779036999999996,89,0.0002808959911650698,0.6665661870347106
STAT5A,BACH1,0.014487785000000003,78,0.00018218123692253352,0.432316075217172
STAT5A,BHLHE40,0.04678619,52,1.5635830542914533e-13,3.7103825878336187e-10
STAT5A,CTCF,0.02119595000000002,81,7.043745189128413e-09,1.6714807333801726e-05
STAT5A,E2F4,0.033900085999999996,60,6.459292011792272e-14,1.5327899943983063e-10
STAT5A,EGR1,0.028425287,181,7.459294380539142e-20,1.7700905565019384e-16
STAT5A,ELF1,0.024545652499999994,114,6.588625184937493e-12,1.563480756385667e-08
STAT5A,ELF4,0.035476149999999984,63,1.5673827794715216e-11,3.7193993356859206e-08
STAT5A,GABPA,0.013819232499999978,126,9.783662307527419e-08,0.00023216630655762565
STAT5A,GMEB1,0.01380193,52,2.815891456109592e-05,0.06682110425348062
STAT5A,IRF1,0.035739152,136,1.0758735192668605e-25,2.55304786122026e-22
STAT5A,JUND,0.028047998,165,1.9018073019484095e-17,4.512988727523576e-14
STAT5A,KLF16,0.021914544000000008,185,3.7302251475563717e-20,8.85182427515127e-17
STAT5A,MAFF,0.005851590000000004,106,0.07366018952105051,1.0
STAT5A,MAFG,0.03377166000000001,134,2.46063873399321e-17,5.839095715765886e-14
STAT5A,MAFK,0.019223915,101,3.0221371573044494e-11,7.171531474283459e-08
STAT5A,MAX,0.0291627935,82,5.92490652031809e-12,1.4059803172714827e-08
STAT5A,MITF,0.035158339000000025,74,4.700987586416163e-16,1.1155443542565555e-12
STAT5A,NFE2,0.018797710000000023,121,2.5538919749852507e-05,0.0606038565664
STAT5A,NFIC,0.041603452,153,9.13292854089269e-31,2.1672439427538352e-27
STAT5A,NR2C1,0.021515701999999998,56,3.773151387439932e-08,8.953688242394959e-05
STAT5A,NR2F2,0.034700222999999995,130,7.955706978053614e-23,1.8878892658921226e-19
STAT5A,NR2F6,0.022226046999999992,101,5.002388204203638e-11,1.1870667208575233e-07
STAT5A,NRF1,0.017084395000000002,106,1.926790224249452e-11,4.5722732021439495e-08
STAT5A,REST,-0.003565811000000002,54,0.3213187300234216,1.0
STAT5A,RFX1,0.034884595500000004,212,7.78352344152746e-30,1.8470301126744663e-26
STAT5A,SOX6,0.04107684,93,7.84704773310805e-15,1.86210442706654e-11
STAT5A,STAT5A,0.12323803,1329,0.0,0.0
STAT5A,TAL1,0.02402357999999999,257,8.178068856957672e-23,1.9406557397560557e-19
STAT5A,TCF12,0.029304729999999987,88,3.6059577968777143e-12,8.556937851990816e-09
STAT5A,TEAD4,0.027145119000000006,260,1.0100971793475449e-31,2.396960606591724e-28
STAT5A,USF1,0.048187875000000005,88,2.494489638597196e-20,5.919423912391146e-17
STAT5A,USF2,0.04163557,74,2.6188113413003364e-14,6.214439312905698e-11
STAT5A,YY1,0.019835049999999993,51,5.358572052538256e-05,0.1271589148067328
STAT5A,ZBTB2,0.02364994999999999,53,1.5045938436481254e-07,0.00035704011909770016
STAT5A,ZBTB40,0.017431745500000005,90,1.735299304271121e-08,4.1178652490353704e-05
STAT5A,ZEB2,0.01585838,62,1.142294098360694e-05,0.02710663895409927
STAT5A,ZNF316,0.024608619999999998,145,3.3473849189169386e-13,7.943344412589895e-10
STAT5A,ZNF639,0.04339807999999995,61,3.676550404252247e-20,8.724454109290583e-17
TAL1,ATF1,0.036675429999999995,59,2.9278152496169856e-08,6.947705587341107e-05
TAL1,ATF2,0.031965820000000006,85,4.5335075356244685e-12,1.0758013382036864e-08
TAL1,ATF3,0.024853161999999998,106,7.801891496696802e-10,1.8513888521661512e-06
TAL1,BACH1,0.023354529999999984,136,2.677644336660215e-10,6.35405001089469e-07
TAL1,BHLHE40,0.04463029500000002,108,1.0536032327688275e-16,2.5002004713604274e-13
TAL1,CEBPB,0.04607192,53,1.8657657115939382e-08,4.4274620336124154e-05
TAL1,CREM,0.034838145,57,4.1009091054654724e-13,9.731457307269566e-10
TAL1,CTCF,0.034776307,95,3.438736960264783e-12,8.16012280670833e-09
TAL1,E2F1,0.03383189999999997,69,3.1823292277052315e-10,7.551667257344515e-07
TAL1,E2F4,0.02020570599999999,53,3.1573596076229762e-09,7.492414348889322e-06
TAL1,EGR1,0.031176775000000004,324,4.16469765366456e-43,9.882827532146e-40
TAL1,ELF1,0.03403948000000001,169,1.6006587584408897e-20,3.798363233780231e-17
TAL1,ELF4,0.0443217395,52,8.048641106441472e-13,1.9099425345585614e-09
TAL1,GABPA,0.02361242000000001,102,7.352448432209661e-08,0.00017447360129633525
TAL1,GMEB1,0.02547581,73,2.8160929331095886e-09,6.682588530269054e-06
TAL1,IRF1,0.033329678,150,5.961625520919153e-22,1.414693736114115e-18
TAL1,JUND,0.03036749000000001,237,3.238110264779142e-25,7.684035658320904e-22
TAL1,KLF16,0.028863637999999997,435,3.1844468948569117e-53,7.556692481495452e-50
TAL1,MAFF,0.017841847999999997,175,7.563678653440188e-10,1.7948609444613566e-06
TAL1,MAFG,0.027530756000000003,269,2.1552760855635063e-26,5.1144701510422004e-23
TAL1,MAFK,0.02914565899999999,168,5.884112981073058e-22,1.3963000104086366e-18
TAL1,MAX,0.040374085,158,1.1826174722500422e-30,2.8063512616493502e-27
TAL1,MITF,0.045451950000000005,177,2.709211409065481e-30,6.428958673712386e-27
TAL1,NFE2,0.028698064999999995,218,2.6543406410928937e-19,6.298750341313436e-16
TAL1,NFIC,0.037463273,370,1.0016549909824402e-54,2.3769272936013306e-51
TAL1,NR2C1,0.04195702000000001,59,3.746221084118286e-10,8.889782632612693e-07
TAL1,NR2F2,0.018850977000000005,271,3.9806115123030046e-19,9.445991118695029e-16
TAL1,NR2F6,0.039566762500000005,172,5.159466728720783e-24,1.2243414547254417e-20
TAL1,NRF1,0.050750870000000003,143,2.5299860455903217e-25,6.003656886185833e-22
TAL1,REST,0.006042890000000002,83,0.3301013644055687,1.0
TAL1,RFX1,0.03936096,76,6.494436644224309e-11,1.5411298156744287e-07
TAL1,SMAD1,0.025095095999999997,109,1.88662161061601e-12,4.476953081991792e-09
TAL1,SOX6,0.03943935000000004,155,3.1224791554636995e-21,7.40964303591536e-18
TAL1,STAT5A,0.02402357999999999,257,8.178068856957672e-23,1.9406557397560557e-19
TAL1,TAL1,0.03170058000000001,488,5.129028641782696e-56,1.2171184966950337e-52
TAL1,TCF12,0.04124187499999998,152,3.2883151310808214e-22,7.803171806054789e-19
TAL1,TEAD4,0.034256351000000004,470,1.688089517136905e-63,4.005836424165875e-60
TAL1,USF1,0.03364202999999999,211,1.069079162451629e-33,2.5369248524977158e-30
TAL1,USF2,0.03457602000000001,153,5.360250149466462e-24,1.2719873604683914e-20
TAL1,YY1,0.029506670000000013,110,9.269633033142757e-11,2.1996839187647763e-07
TAL1,ZBTB2,0.04161408,87,3.2935607806906704e-13,7.815619732578961e-10
TAL1,ZBTB40,0.030078720000000003,77,4.8800370320273324e-11,1.158032787700086e-07
TAL1,ZEB2,0.022814219999999996,87,5.4395744986513054e-09,1.2908110285299548e-05
TAL1,ZNF316,0.027966546999999994,244,1.086452018155041e-25,2.578150639081912e-22
TAL1,ZNF639,0.029347638000000002,95,1.5377315666390786e-13,3.6490370076345337e-10
TCF12,EGR1,0.0373772915,90,3.1178200463845658e-12,7.398586970070574e-09
TCF12,ELF1,0.031540569,56,2.5476773514157766e-06,0.006045638354909638
TCF12,JUND,0.027560620000000008,87,2.068878127056498e-11,4.90944779550507e-08
TCF12,KLF16,0.04243098149999999,138,3.596889937174173e-24,8.535419820914313e-21
TCF12,MAFF,0.021801099000000004,55,0.0002481923227857359,0.5889603819705513
TCF12,MAFG,0.030588739999999996,90,6.221610399981238e-13,1.4763881479155476e-09
TCF12,MAFK,0.02449194999999999,56,3.011639053281492e-09,7.14661947343698e-06
TCF12,MAX,0.057245519999999994,53,1.9733965094428867e-12,4.68286991690797e-09
TCF12,MITF,0.037903349999999975,51,2.955580758574497e-12,7.013593140097282e-09
TCF12,NFE2,0.0221896795,62,2.6808155715471613e-05,0.06361575351281414
TCF12,NFIC,0.04729596000000001,134,1.0827548426893061e-27,2.5693772417017234e-24
TCF12,NR2F2,0.037327424,80,4.50064599487034e-12,1.0680032945827317e-08
TCF12,SOX6,0.057622070000000025,65,6.9918025608321284e-15,1.659154747685464e-11
TCF12,STAT5A,0.029304729999999987,88,3.6059577968777143e-12,8.556937851990816e-09
TCF12,TAL1,0.04124187499999998,152,3.2883151310808214e-22,7.803171806054789e-19
TCF12,TCF12,0.05162239999999996,62,1.2728823082728947e-13,3.0205497175315794e-10
TCF12,TEAD4,0.03394309,154,1.651321045576099e-26,3.918584841152083e-23
TCF12,USF1,0.05437930999999999,58,1.1209380235968113e-13,2.659985929995233e-10
TCF12,ZNF316,0.03404389,82,5.162836376538473e-10,1.2251410721525797e-06
TEAD4,ATF1,0.0309866615,70,2.112771177570257e-08,5.01360600437422e-05
TEAD4,ATF2,0.04302496999999997,99,2.857229071657448e-19,6.780204587043125e-16
TEAD4,ATF3,0.02286908,111,1.4848176190041238e-09,3.5234722098967857e-06
TEAD4,BACH1,0.016607479,155,4.170416777394859e-09,9.896399012758e-06
TEAD4,BHLHE40,0.04808711,99,6.573463895943902e-22,1.559882982507488e-18
TEAD4,CEBPB,0.029576630000000007,71,2.3012456462102782e-10,5.46085591845699e-07
TEAD4,CREM,0.040370015999999995,52,4.071980454086286e-12,9.662809617546758e-09
TEAD4,CTCF,0.030471543999999996,106,3.544852527107333e-13,8.411935046825701e-10
TEAD4,E2F1,0.035774736,82,5.46810020483746e-10,1.297580178607929e-06
TEAD4,E2F4,0.030540443999999996,58,4.905128111614284e-10,1.1639869008860696e-06
TEAD4,EGR1,0.032297450000000005,310,2.963943960309646e-36,7.03343901781479e-33
TEAD4,ELF1,0.031958255000000005,174,8.468514957237688e-23,2.0095785993525034e-19
TEAD4,ELF4,0.029803239999999995,58,3.301727131998981e-11,7.834998484233582e-08
TEAD4,GABPA,0.016175955000000002,115,1.93678524861986e-06,0.0045959913949749276
TEAD4,GMEB1,0.03005513,79,3.805271770753898e-11,9.029909911999e-08
TEAD4,IRF1,0.035579398,133,2.8788415454144053e-19,6.831490987268384e-16
TEAD4,JUND,0.028970495,285,2.4485935517158803e-34,5.810512498221784e-31
TEAD4,KLF16,0.03150293999999999,463,4.208786244007821e-65,9.98744975703056e-62
TEAD4,MAFF,0.014256024499999992,196,5.957145394186199e-09,1.413630602040385e-05
TEAD4,MAFG,0.02547194,285,2.905339380860348e-31,6.894370350781606e-28
TEAD4,MAFK,0.024957546999999997,179,6.051837140531875e-22,1.436100953448214e-18
TEAD4,MAX,0.0532490635,152,4.208291115829311e-36,9.986274817862956e-33
TEAD4,MITF,0.03953789499999999,174,1.2073102148749465e-31,2.864947139898248e-28
TEAD4,NFE2,0.024676395000000018,244,1.973427959143474e-20,4.682944547047464e-17
TEAD4,NFIC,0.0401442375,392,1.127689658958255e-66,2.676007560707939e-63
TEAD4,NR2C1,0.026319488999999998,82,3.887255357933583e-12,9.224456964376394e-09
TEAD4,NR2F2,0.024459533,289,3.962981157518505e-30,9.404154286791411e-27
TEAD4,NR2F6,0.03474099,187,5.484056670504798e-32,1.3013666479107886e-28
TEAD4,NRF1,0.036688561999999994,122,4.695276885839512e-17,1.1141892050097162e-13
TEAD4,REST,0.007071450000000007,93,0.002517462243011282,1.0
TEAD4,RFX1,0.03725773,71,5.315134535625367e-11,1.2612814253038994e-07
TEAD4,SMAD1,0.02938852349999999,124,2.999401790228657e-18,7.117580448212603e-15
TEAD4,SOX6,0.038228688499999997,164,1.4332427846724518e-28,3.4010851280277284e-25
