relative_pos,edit_ct,total_ct,edit_frac,edit_frac_ma
-62,1412,9039,0.1562119703507025,0.17293027932427377
-61,1241,8989,0.13805762598731783,0.17352986896467323
-60,1200,7816,0.1535312180143296,0.17325184038724678
-59,1717,8834,0.19436268960833145,0.17353152538803554
-58,1983,8805,0.2252129471890971,0.17232615234085052
-57,1877,9235,0.2032485110990796,0.17174289020573177
-56,1786,8955,0.19944165270798436,0.17015944936230815
-55,1269,9515,0.13336836573830793,0.17122891371682353
-54,1314,8005,0.1641474078700812,0.1714880364870755
-53,1271,8188,0.15522716170004885,0.17578421441099365
-52,1461,8277,0.17651322943095324,0.1754589286112204
-51,1222,7627,0.16022027009309034,0.1720741453659487
-50,1543,8958,0.17224826970305873,0.166260765341378
-49,1247,7473,0.16686738926803157,0.16391086460143936
-48,1411,8311,0.1697749969919384,0.16255163611496315
-47,1361,8501,0.16009881190448183,0.165323224048194
-46,1717,8479,0.20250029484609033,0.1645839046923684
-45,1224,8234,0.14865193101773136,0.16656170612881424
-44,1230,8566,0.1435909409292552,0.16619171516629844
-43,1172,8492,0.13801224682053698,0.1673033264783743
-42,1512,9000,0.168,0.16647087849320266
-41,1460,8154,0.17905322541084132,0.16772700136878985
-40,1286,7351,0.1749421847367705,0.16953551189381105
-39,1299,8487,0.15305761753269706,0.17055141754046338
-38,1459,7891,0.1848941832467368,0.1680586405992334
-37,1386,8107,0.17096336499321574,0.16970221363739782
-36,1473,8327,0.17689443977422842,0.17099799467394333
-35,1608,10065,0.15976154992548436,0.1732680589795459
-34,1575,8481,0.1857092324018394,0.17325340380713208
-33,1691,8588,0.19690265486725664,0.17370639213006467
-32,1611,9188,0.17533739660426642,0.17566420596529284
-31,1307,7916,0.16510864072764023,0.17846002726811813
-30,1662,9590,0.17330552659019813,0.17683456009187326
-29,1456,8931,0.16302765647743814,0.17723315224326278
-28,1557,9049,0.1720632114045751,0.17825677976672832
-27,1557,9280,0.16778017241379312,0.1790586555418342
-26,1568,8437,0.18584805025482992,0.1772247036221817
-25,1849,9050,0.20430939226519337,0.17537173616715077
-24,1348,6913,0.19499493707507595,0.17356127182463635
-23,1404,8747,0.1605121756030639,0.1756219324386463
-22,1633,9229,0.17694224726405894,0.17521175668793657
-21,1885,9805,0.1922488526262111,0.1744502571856934
-20,1699,9890,0.1717896865520728,0.17492840015975059
-19,1364,8622,0.15819995360705172,0.17462601920317605
-18,1570,9284,0.16910814304179234,0.17386302269646897
-17,1360,9178,0.14818043146655044,0.17070316865006382
-16,1733,8841,0.19601854993778983,0.1680477225632338
-15,1547,9255,0.1671528903295516,0.1681603737157486
-14,1327,8753,0.1516051639437907,0.16557018429822634
-13,1533,8553,0.1792353560154332,0.16311766373977152
-12,1598,9789,0.1632444580651752,0.16071658666779418
-11,1439,8251,0.17440310265422374,0.16008954939061776
-10,1512,9636,0.1569115815691158,0.1580587809572552
-9,1459,9403,0.15516324577262575,0.1610671043040203
-8,1653,10191,0.162201942890786,0.15694700544873658
-7,1353,9798,0.13808940600122474,0.15461600329083672
-6,1718,11051,0.1554610442493892,0.15651196830569972
-5,753,5546,0.13577353047241256,0.15738698678285393
-4,2166,14557,0.1487943944494058,0.15698734807695694
-3,461,3325,0.13864661654135338,0.15465009205301417
-2,3078,15923,0.19330528166802738,0.15262436198800503
-1,648,4828,0.13421706710853357,0.15126271408413092
0,1154,8730,0.13218785796105384,0.14967650447428096
1,2178,12097,0.18004463916673555,0.15231713696067525
2,1118,5812,0.19236063317274604,0.1537600388946853
3,2246,14283,0.1572498774767206,0.1548708101807911
4,1666,11956,0.13934426229508196,0.15771194505237407
5,1244,9832,0.12652563059397884,0.15827020019436128
6,1515,11244,0.1347385272145144,0.15672019944518076
7,969,7001,0.13840879874303672,0.1589744660599995
8,1702,9578,0.17769889329713928,0.16429255632654333
9,1824,10299,0.17710457325953977,0.16465003613074203
10,1421,9322,0.15243509976399913,0.16511356246777179
11,1881,9827,0.1914114175231505,0.16803563549436298
12,1352,9196,0.14702044367116138,0.16972211725998548
13,1723,10132,0.1700552704303198,0.17253769918843975
14,1601,9528,0.16803106633081444,0.17359596664309548
15,2141,10101,0.21195921195921197,0.17368963875888463
16,1611,8689,0.18540683622971574,0.17196272578176358
17,1684,8449,0.19931352822819268,0.17071382361272638
18,2009,9991,0.20108097287558802,0.17030835382724016
19,1504,9135,0.1646414887794198,0.1672816194677747
20,1465,8681,0.16875935952079255,0.16834153863985427
21,1254,8326,0.15061253903435023,0.16657583043185267
22,1247,8919,0.13981388047987442,0.16640243234722785
23,1429,9414,0.15179519864032293,0.16205591003778716
24,1470,9282,0.1583710407239819,0.16020596479964994
25,1232,8418,0.14635305298170587,0.15769483534079587
26,1151,7883,0.14601040213116834,0.15335207247840774
27,1297,7961,0.16291923125235525,0.15237520817404035
28,1209,8421,0.1435696473102957,0.15093864928321046
29,1427,8626,0.16543009506144216,0.15107646056755855
30,1219,8306,0.14676137731760172,0.15437273626717168
31,1470,9324,0.15765765765765766,0.15487975935509202
32,1449,8964,0.16164658634538154,0.15556658197582832
33,1151,8467,0.13593952993976616,0.157340555014173
34,1307,8714,0.14998852421390865,0.15854146939941385
35,1309,8892,0.14721097615834458,0.15900681566841393
36,1319,8639,0.1526797082995717,0.15926573260778928
37,1635,8639,0.18925801597407108,0.16002143627571025
38,1521,9542,0.15940054495912806,0.16308038807121938
39,1541,9136,0.16867338003502627,0.162167683776431
40,1630,9424,0.17296264855687607,0.162437109204106
41,1469,8956,0.16402411790978116,0.1666274309008649
42,1419,8352,0.16989942528735633,0.1671860890497335
43,1242,8423,0.14745340140092603,0.16660665754225049
44,1762,9968,0.17676565008025683,0.16451207800669426
45,2017,10470,0.19264565425023877,0.16454357808280984
46,1260,8752,0.14396709323583182,0.16420430726034033
47,1439,8685,0.16568796776050662,0.1648474246394183
48,1451,7299,0.19879435539114948,0.16582050112634467
49,1355,8556,0.15836839644693781,0.16573789302053446
50,1250,9024,0.1385195035460993,0.16542703650754717
51,977,8057,0.12126101526622812,0.1655279687588837
52,1563,8238,0.1897305171158048,0.16387530434623843
53,1403,9092,0.15431148262208536,0.16106437702434961
54,1622,9096,0.17832014072119612,0.16201476514481872
55,1595,8504,0.1875587958607714,0.16130880351234164
56,1328,8158,0.1627849963226281,0.15876773928358495
57,1348,8158,0.1652365775925472,0.1600621946804364
58,1320,8861,0.14896738517097394,0.16121907227059398
59,1450,9541,0.1519756838905775,0.16320222872128287
60,1187,7888,0.1504817444219067,0.15811482725410286
61,1218,7698,0.15822291504286828,0.15784292302960776
62,1448,9336,0.15509854327335046,0.1573464060778991
63,1279,7960,0.160678391959799,0.15479397005011303
64,1591,8949,0.17778522739970948,0.15530243596318624
65,1136,7288,0.15587266739846323,0.15566466665212814
66,1228,8132,0.15100836202656173,0.15644907757960078
67,939,8279,0.11341949510810484,0.1588047772034112
68,1161,7728,0.1502329192546584,0.1593273063567803
69,1422,8322,0.17087238644556596,0.15675347419647456
70,1323,8863,0.1492722554439806,0.1570773963964373
71,1547,9078,0.1704119850187266,0.15961185055268648
72,1350,7910,0.1706700379266751,0.1597734468166801
73,1341,8343,0.16073354908306364,0.16306790304669141
74,1674,8937,0.18731117824773413,0.16357526990686885
75,1353,8546,0.15831968172244326,0.16667877079282725
76,958,8009,0.11961543263828193,0.1673321916372678
77,1351,8446,0.15995737627279186,0.1665492154886891
78,1736,8737,0.19869520430353668,0.16654663470796324
79,1344,7458,0.18020917135961384,0.1669774091593621
80,1599,7789,0.2052895108486327,0.16577293954918437
81,1199,7559,0.15861886492922345,0.16635977850017714
82,1143,7145,0.15997200839748077,0.16505529262520868
83,1122,7011,0.1600342319212666,0.16185754484844392
84,1080,6787,0.15912774421688522,0.16603392991102497
85,993,6654,0.1492335437330929,0.16903552616282638
86,1265,7152,0.17687360178970918,0.16839085771151682
87,1152,7549,0.1526029937740098,0.1706094941592675
88,1546,9119,0.1695361333479548,0.1686226188575558
89,1661,9902,0.16774389012320742,0.17054474221772464
90,793,7186,0.11035346507097134,0.17254308098769858
91,1309,7182,0.18226120857699804,0.17456608095005277
92,1646,8030,0.2049813200498132,0.17328669288603568
93,1464,7745,0.18902517753389284,0.1742487262810772
94,1722,8066,0.21348871807587405,0.17269814083917617
95,1353,7710,0.17548638132295719,0.17303253589725928
96,1664,8877,0.18745071533175622,0.17273664402405023
97,1436,7560,0.18994708994708995,0.17163378955182795
98,1496,7858,0.19037923135657928,0.1759576128905579
99,1198,8561,0.1399369232566289,0.174594490980492
100,1290,7882,0.16366404465871606,0.1692624029771711
101,1277,8313,0.15361482016119332,0.16770614360502753
102,1173,7442,0.15761891964525665,0.16522777770476826
103,1368,8286,0.16509775524981898,0.1647623086545786
104,1240,8201,0.15120107303987318,0.16275865843866946
105,1309,7471,0.17521081515192077,0.16421366123710504
106,1006,6217,0.16181437992600933,0.1620663293357393
107,925,7400,0.125,0.16506578933856017
108,1205,7273,0.1656812869517393,0.1664392255578531
109,1450,8224,0.17631322957198445,0.1675833471465022
110,1299,7709,0.16850434557011285,0.16828684620154913
111,1146,7281,0.15739596209311907,0.16919651600511204
112,1342,6337,0.21177213192362315,0.17193050478467872
113,1213,7669,0.15816925283609337,0.17236932653725556
114,1416,7657,0.18492882329894214,0.17543236006683444
115,1321,7169,0.1842655879481099,0.181173910581547
116,1205,7056,0.1707766439909297,0.18057105265670412
117,1248,7421,0.1681714054709608,0.17884863456629005
118,1490,8336,0.17874280230326295,0.17822126827046159
119,1604,8345,0.19221090473337327,0.18251198387055823
120,1320,7261,0.18179314144057293,0.18478489454173355
121,1419,6830,0.20775988286969252,0.1865719386313333
122,1545,7318,0.2111232577206887,0.18635262926939053
123,1109,7080,0.15663841807909604,0.18618870101503496
124,1120,7443,0.1504769582157732,0.18840389011815056
125,1229,7725,0.1590938511326861,0.19054015843256353
126,1482,6683,0.2217566960945683,0.19204154080608848
127,1799,7317,0.24586579199125325,0.19215013969039452
128,1401,7574,0.1849749141800898,0.19276648817176442
129,1476,8126,0.18163918286980063,0.19129762227810213
130,1435,7893,0.18180666413277588,0.1888493567364388
131,1457,7142,0.2040044805376645,0.1921181596957021
132,1487,7427,0.20021543018715499,0.19592429277851625
133,1338,6648,0.20126353790613719,0.19788614057937107
134,1523,7857,0.1938398879979636,0.19578469281290514
135,1424,7454,0.19103836866112153,0.1934944769189792
136,1473,7931,0.18572689446475854,0.19327231677879286
137,1154,6617,0.17439927459573826,0.19123815529169821
138,1770,8606,0.20567046246804555,0.18909738042305682
139,1618,7795,0.2075689544579859,0.1860540878128
140,1534,8137,0.18852156814550816,0.18368348963462752
141,1352,7107,0.19023497959757985,0.18205605241311112
142,1727,8165,0.21151255358236376,0.1822523247188925
143,1316,7245,0.18164251207729468,0.17999407933508968
144,1073,7100,0.15112676056338029,0.17958459254011333
145,1129,7542,0.14969504110315565,0.1799834631512191
146,1213,7660,0.158355091383812,0.17784287987481687
147,1215,7379,0.16465645751456837,0.17514050945816517
148,1282,7249,0.1768519795833908,0.17380240358943086
149,1493,7587,0.19678397258468433,0.17197656181074764
150,1337,8507,0.157164687904079,0.16703456283929563
